"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Ca","Mg","SO4","Alkalinity","Si","Altitude","Fe","erosion_prop","secchi_m","lake_catch_ratio","mix_event","waterT"
"Nitzschia.cf.oberheimiana.Ca+erosion_prop","Ca+erosion_prop","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",270.827946628371,280.027861715396,0.20878,NA,13,2,10.056,10.107,0.002,0.001,1,0,0,0,0,0,0,1,0,0,0,0
"Nitzschia.cf.oberheimiana.Fe","Fe","s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",271.101028470342,279.423184649139,0.41676,NA,9,2,10.33,9.503,0.001,0.002,0,0,0,0,0,0,1,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Altitude+Fe+Si","Altitude+Fe+Si","s(Altitude, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",271.115870571964,280.264973138646,0.4096,NA,17,4,10.344,10.344,0.001,0.001,0,0,0,0,1,1,1,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Fe+secchi_m+Si","Fe+secchi_m+Si","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",271.757822111412,280.906924678094,0.39774,NA,17,4,10.986,10.986,0.001,0.001,0,0,0,0,1,0,1,0,1,0,0,0
"Nitzschia.cf.oberheimiana.Fe+Mg+Si","Fe+Mg+Si","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",271.767207741874,280.916310308556,0.40946,NA,17,5,10.996,10.996,0.001,0.001,0,1,0,0,1,0,1,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Alkalinity+Fe+Si","Alkalinity+Fe+Si","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",271.769597991643,280.918700558325,0.40885,NA,17,4,10.998,10.998,0.001,0.001,0,0,0,1,1,0,1,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Fe+SO4","Fe+SO4","s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",271.82946485107,281.029379938095,0.41593,NA,13,3,11.058,11.109,0.001,0.001,0,0,1,0,0,0,1,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Ca+Fe","Ca+Fe","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",271.876944595349,281.076859682374,0.40838,NA,13,2,11.105,11.156,0.001,0.001,1,0,0,0,0,0,1,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Fe+Si+waterT","Fe+Si+waterT","s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",271.927342276096,281.076444842778,0.40822,NA,17,4,11.156,11.156,0.001,0.001,0,0,0,0,1,0,1,0,0,0,0,1
"Nitzschia.cf.oberheimiana.Fe+waterT","Fe+waterT","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",272.042996294977,281.242911382002,0.42587,NA,13,3,11.272,11.322,0.001,0.001,0,0,0,0,0,0,1,0,0,0,0,1
"Nitzschia.cf.oberheimiana.Altitude+Fe","Altitude+Fe","s(Altitude, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",272.112584117741,281.312499204767,0.41718,NA,13,5,11.341,11.392,0.001,0.001,0,0,0,0,0,1,1,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Ca+erosion_prop+secchi_m","Ca+erosion_prop+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",272.133781561462,281.282884128144,0.23837,NA,17,5,11.362,11.362,0.001,0.001,1,0,0,0,0,0,0,1,1,0,0,0
"Nitzschia.cf.oberheimiana.Alkalinity+Fe","Alkalinity+Fe","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",272.590551903672,281.790466990697,0.41645,NA,13,4,11.819,11.87,0.001,0.001,0,0,0,1,0,0,1,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Fe+Mg","Fe+Mg","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",272.698175929362,281.898091016387,0.41367,NA,13,4,11.927,11.978,0.001,0.001,0,1,0,0,0,0,1,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Ca+Si","Ca+Si","s(Ca, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",272.746729092952,281.946644179977,0.31578,NA,13,0,11.975,12.026,0.001,0.001,1,0,0,0,1,0,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.lake_catch_ratio+Si","lake_catch_ratio+Si","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",272.804214466766,282.004129553791,0.54777,NA,13,5,12.033,12.084,0.001,0.001,0,0,0,0,1,0,0,0,0,1,0,0
"Nitzschia.cf.oberheimiana.Fe+secchi_m","Fe+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",272.927067409341,282.126982496367,0.41131,NA,13,4,12.156,12.206,0.001,0.001,0,0,0,0,0,0,1,0,1,0,0,0
"Nitzschia.cf.oberheimiana.erosion_prop+lake_catch_ratio","erosion_prop+lake_catch_ratio","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",273.221447193338,282.421362280363,0.47352,NA,13.02,5,12.45,12.501,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Nitzschia.cf.oberheimiana.Alkalinity+Fe+waterT","Alkalinity+Fe+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",273.480400113405,282.629502680087,0.43322,NA,17,5,12.709,12.709,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"Nitzschia.cf.oberheimiana.Ca+Fe+waterT","Ca+Fe+waterT","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",273.499258153436,282.648360720118,0.41123,NA,17,3,12.728,12.728,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Nitzschia.cf.oberheimiana.Alkalinity+Fe+SO4","Alkalinity+Fe+SO4","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",273.699090172887,282.848192739569,0.41374,NA,17,4,12.928,12.928,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"Nitzschia.cf.oberheimiana.erosion_prop+lake_catch_ratio+SO4","erosion_prop+lake_catch_ratio+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",273.71679052519,282.865893091872,0.136,NA,17.43,4,12.945,12.945,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"Nitzschia.cf.oberheimiana.Ca+Fe+secchi_m","Ca+Fe+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",273.729878069808,282.87898063649,0.42002,NA,17,5,12.958,12.958,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"Nitzschia.cf.oberheimiana.lake_catch_ratio","lake_catch_ratio","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",273.766349016433,282.08850519523,0.5246,NA,9,5,12.995,12.168,0,0.001,0,0,0,0,0,0,0,0,0,1,0,0
"Nitzschia.cf.oberheimiana.Fe+Mg+SO4","Fe+Mg+SO4","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",273.774605191329,282.923707758011,0.41052,NA,17,5,13.003,13.003,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Ca+Fe+SO4","Ca+Fe+SO4","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",273.855237167686,283.004339734367,0.41081,NA,17,3,13.084,13.084,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Ca+secchi_m+Si","Ca+secchi_m+Si","s(Ca, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",274.216820448365,283.365923015047,0.31923,NA,17,4,13.445,13.445,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Nitzschia.cf.oberheimiana.erosion_prop+secchi_m","erosion_prop+secchi_m","s(erosion_prop, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",274.260959357637,283.460874444662,0.27333,NA,13,5,13.489,13.54,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Nitzschia.cf.oberheimiana.erosion_prop","erosion_prop","s(erosion_prop, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",274.562839409264,282.884995588062,0.27134,NA,9,1,13.791,12.964,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nitzschia.cf.oberheimiana.erosion_prop+SO4","erosion_prop+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",274.622572603627,283.822487690652,0.23908,NA,13,3,13.851,13.902,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Nitzschia.cf.oberheimiana.Altitude+Fe+Mg","Altitude+Fe+Mg","s(Altitude, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",274.639378826848,283.78848139353,0.41459,NA,17,7,13.868,13.868,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"Nitzschia.cf.oberheimiana.lake_catch_ratio+SO4","lake_catch_ratio+SO4","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",274.654557659398,283.854472746424,0.53404,NA,13,6,13.883,13.934,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Nitzschia.cf.oberheimiana.Altitude+erosion_prop","Altitude+erosion_prop","s(Altitude, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",274.681827614119,283.881742701145,0.29151,NA,13,4,13.91,13.961,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Nitzschia.cf.oberheimiana.erosion_prop+waterT","erosion_prop+waterT","s(erosion_prop, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",274.736421546284,283.936336633309,0.27564,NA,13.01,0,13.965,14.016,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Nitzschia.cf.oberheimiana.Fe+Mg+waterT","Fe+Mg+waterT","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",275.154057800396,284.303160367078,0.42551,NA,17,5,14.383,14.383,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"Nitzschia.cf.oberheimiana.Ca+Si+waterT","Ca+Si+waterT","s(Ca, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",275.31561438874,284.464716955421,0.31687,NA,17,1,14.544,14.544,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"Nitzschia.cf.oberheimiana.lake_catch_ratio+Mg","lake_catch_ratio+Mg","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",275.431251806751,284.631166893776,0.53119,NA,13,7,14.66,14.711,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Nitzschia.cf.oberheimiana.Alkalinity+erosion_prop","Alkalinity+erosion_prop","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",275.482539113943,284.682454200968,0.27596,NA,13,2,14.711,14.762,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Nitzschia.cf.oberheimiana.Fe+Mg+secchi_m","Fe+Mg+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",275.483177079116,284.632279645798,0.40888,NA,17,6,14.712,14.712,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"Nitzschia.cf.oberheimiana.lake_catch_ratio+Mg+Si","lake_catch_ratio+Mg+Si","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",275.520501789888,284.669604356569,0.55419,NA,17,8,14.749,14.749,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"Nitzschia.cf.oberheimiana.erosion_prop+lake_catch_ratio+Mg","erosion_prop+lake_catch_ratio+Mg","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",275.753130036382,284.902232603064,0.48636,NA,17.02,7,14.982,14.982,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"Nitzschia.cf.oberheimiana.erosion_prop+Mg","erosion_prop+Mg","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",276.32584889398,285.525763981005,0.2785,NA,13,3,15.554,15.605,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Nitzschia.cf.oberheimiana.Ca","Ca","s(Ca, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",276.44052748371,284.762683662508,0.27856,NA,9,0,15.669,14.842,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Alkalinity+erosion_prop+SO4","Alkalinity+erosion_prop+SO4","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",276.65804376482,285.807146331502,0.24777,NA,17,4,15.887,15.887,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"Nitzschia.cf.oberheimiana.Si","Si","s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",276.731720009325,285.053876188123,0.33405,NA,9,0,15.96,15.133,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.erosion_prop+Mg+secchi_m","erosion_prop+Mg+secchi_m","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",276.856468110408,286.005570677089,0.28211,NA,17,7,16.085,16.085,0,0,0,1,0,0,0,0,0,1,1,0,0,0
"Nitzschia.cf.oberheimiana.Alkalinity+erosion_prop+waterT","Alkalinity+erosion_prop+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",276.873948984103,286.023051550785,0.28142,NA,17.01,2,16.102,16.102,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"Nitzschia.cf.oberheimiana.Ca+secchi_m","Ca+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",276.874911952003,286.074827039028,0.28634,NA,13,3,16.103,16.154,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Nitzschia.cf.oberheimiana.Altitude+Si","Altitude+Si","s(Altitude, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",277.008457214927,286.208372301952,0.36688,NA,13,3,16.237,16.288,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Ca+waterT","Ca+waterT","s(Ca, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",277.122957803554,286.32287289058,0.28932,NA,13,1,16.351,16.402,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Nitzschia.cf.oberheimiana.lake_catch_ratio+Mg+SO4","lake_catch_ratio+Mg+SO4","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",277.199431341653,286.348533908334,0.54065,NA,17,8,16.428,16.428,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"Nitzschia.cf.oberheimiana.Altitude+erosion_prop+Mg","Altitude+erosion_prop+Mg","s(Altitude, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",277.302572590685,286.451675157367,0.3007,NA,17,6,16.531,16.531,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"Nitzschia.cf.oberheimiana.secchi_m+Si","secchi_m+Si","s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",277.319343751696,286.519258838721,0.32345,NA,13,3,16.548,16.599,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Nitzschia.cf.oberheimiana.Ca+SO4","Ca+SO4","s(Ca, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",277.446738343375,286.646653430401,0.27597,NA,13,1,16.675,16.726,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.erosion_prop+Mg+SO4","erosion_prop+Mg+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",277.546858851188,286.69596141787,0.2465,NA,17,5,16.775,16.775,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"Nitzschia.cf.oberheimiana.erosion_prop+Mg+waterT","erosion_prop+Mg+waterT","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",277.987082178425,287.136184745107,0.27608,NA,17.01,2,17.216,17.216,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"Nitzschia.cf.oberheimiana.Alkalinity+Si","Alkalinity+Si","s(Alkalinity, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",278.067805208282,287.267720295308,0.33655,NA,13,2,17.296,17.347,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Si+waterT","Si+waterT","s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",278.474440832872,287.674355919897,0.33559,NA,13,1,17.703,17.754,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Nitzschia.cf.oberheimiana.Mg+Si","Mg+Si","s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",278.769669362759,287.969584449784,0.34128,NA,13,2,17.998,18.049,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Altitude+Mg+Si","Altitude+Mg+Si","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",279.889339946429,289.038442513111,0.38044,NA,17,6,19.118,19.118,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Mg+secchi_m+Si","Mg+secchi_m+Si","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",280.28699657869,289.436099145372,0.33019,NA,17,5,19.516,19.516,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"Nitzschia.cf.oberheimiana.Alkalinity+Si+waterT","Alkalinity+Si+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",280.407313353026,289.556415919708,0.34339,NA,17,3,19.636,19.636,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Nitzschia.cf.oberheimiana.Altitude","Altitude","s(Altitude, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",280.465662492192,288.78781867099,0.32785,NA,9,3,19.694,18.867,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.secchi_m","secchi_m","s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",280.874557623977,289.196713802775,0.27699,NA,9,2,20.103,19.276,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Nitzschia.cf.oberheimiana.null","null","s(Latitude, Longitude, k = 5)",281.117048235187,287.796739623404,0.2921,NA,5,0,20.346,17.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Mg+Si+waterT","Mg+Si+waterT","s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",281.209920731407,290.359023298089,0.32023,NA,17,1,20.438,20.438,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"Nitzschia.cf.oberheimiana.waterT","waterT","s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",281.358054114538,289.680210293335,0.30568,NA,9,1,20.587,19.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nitzschia.cf.oberheimiana.Alkalinity","Alkalinity","s(Alkalinity, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",281.371034724539,289.693190903337,0.30478,NA,9,2,20.6,19.773,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.SO4","SO4","s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",281.408216073697,289.730372252495,0.29659,NA,9,1,20.637,19.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Alkalinity+waterT","Alkalinity+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",281.696315668255,290.89623075528,0.34419,NA,13,3,20.925,20.976,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Nitzschia.cf.oberheimiana.Mg","Mg","s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",281.929409951852,290.25156613065,0.30422,NA,9,2,21.158,20.331,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Altitude+Mg","Altitude+Mg","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",282.002387419518,291.202302506544,0.34174,NA,13,5,21.231,21.282,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Alkalinity+SO4","Alkalinity+SO4","s(Alkalinity, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",282.413781187184,291.613696274209,0.30965,NA,13,3,21.642,21.693,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Mg+secchi_m","Mg+secchi_m","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",282.515026707733,291.714941794758,0.28961,NA,13,4,21.744,21.794,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Nitzschia.cf.oberheimiana.Mg+SO4","Mg+SO4","s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",282.880422261452,292.080337348478,0.30997,NA,13,3,22.109,22.16,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Nitzschia.cf.oberheimiana.Mg+waterT","Mg+waterT","s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",283.243531811955,292.44344689898,0.31256,NA,13,3,22.472,22.523,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Pseudostaurosira.laucensis.erosion_prop+Fe+waterT","erosion_prop+Fe+waterT","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",336.713673238546,345.862775805228,0.06223,NA,17.02,1,0,0,0.508,0.507,0,0,0,0,0,0,1,1,0,0,0,1
"Pseudostaurosira.laucensis.erosion_prop+Fe+lake_catch_ratio","erosion_prop+Fe+lake_catch_ratio","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",339.769759562343,348.918862129025,0.00271,NA,17,7,3.056,3.056,0.11,0.11,0,0,0,0,0,0,1,1,0,1,0,0
"Pseudostaurosira.laucensis.Alkalinity+erosion_prop+Fe","Alkalinity+erosion_prop+Fe","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",341.761599570669,350.910702137351,0.07809,NA,17.03,5,5.048,5.048,0.041,0.041,0,0,0,1,0,0,1,1,0,0,0,0
"Pseudostaurosira.laucensis.Ca+erosion_prop+waterT","Ca+erosion_prop+waterT","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",342.119707081592,351.268809648273,0.1424,NA,17,3,5.406,5.406,0.034,0.034,1,0,0,0,0,0,0,1,0,0,0,1
